Accelerator_Pedal_value,Throttle_position_signal,Engine_speed,Engine_torque,Current_Gear,Vehicle_speed,Indication_of_brake_switch_ON(2)/OFF(1),Time(s)
5.1,10.8,2450,23.4,5,72,1,1739
11.7,12.7,2085,22.7,6,72,1,1740
14.5,15.5,2093,37.1,6,72,1,1741
16,16.9,2082,42.6,6,73,1,1742
6.6,10.8,1972,27.3,6,73,1,1743
11.7,12.2,1973,23,6,73,1,1744
13.7,14.1,1960,34.8,6,73,1,1745
5.9,9.9,1949,24.2,6,73,1,1746
0,7.1,1918,3.5,6,73,1,1747
0,8.9,1883,0,6,71,2,1748
0,8,1643,0,6,64,2,1749
0,6.1,1176,9.4,6,51,2,1750
0,6.1,1090,10.5,5,39,1,1751
0,5.7,1048,9.4,4,36,2,1752
0,5.7,981,10.2,4,34,2,1753
0,5.7,949,9.8,4,32,1,1754
0.8,6.6,1051,13.7,4,31,1,1755
10.2,8.9,1543,18.8,4,31,1,1756
2,7.1,1452,14.1,4,31,2,1757
0,5.2,1025,9.8,4,25,2,1758
0,6.1,846,12.9,3,17,2,1759
0,7.5,870,19.1,3,12,1,1760
0,7.1,839,19.5,3,11,1,1761
9,10.8,1199,30.5,3,12,1,1762
0,7.1,998,19.9,3,13,1,1763
0,8,933,18.8,3,13,1,1764
11.7,12.7,1452,34.8,3,15,1,1765
0,7.5,1160,18.8,3,16,1,1766
0,7.1,1085,13.7,3,16,1,1767
0,6.6,1040,12.5,3,16,2,1768
0,6.6,986,13.7,3,16,2,1769
0,6.6,963,14.1,3,15,1,1770
8.6,9.9,1186,25.8,3,16,1,1771
0,6.6,1126,18,3,16,2,1772
0,6.6,1009,13.3,3,16,2,1773
0,6.6,953,14.1,3,15,2,1774
0,7.1,928,15.2,3,14,1,1775
0,7.1,904,15.6,3,13,2,1776
0,7.1,881,15.6,3,13,2,1777
0,7.1,880,16.8,3,13,1,1778
12.1,11.8,1257,31.6,3,14,1,1779
0.4,8,1238,24.2,3,15,2,1780
0,7.1,1015,15.6,3,15,2,1781
0,7.1,937,15.2,3,14,2,1782
0,7.1,894,16.4,3,13,2,1783
0,7.1,881,16.4,3,13,1,1784
0,7.5,905,18.8,3,13,1,1785
8.2,10.4,1234,29.7,3,14,1,1786
0,7.1,1054,19.1,3,15,1,1787
0,7.1,962,14.8,3,15,2,1788
0,7.1,930,14.8,3,14,2,1789
0,7.1,901,16,3,13,2,1790
0,7.1,876,16.8,3,13,2,1791
0,7.1,853,17.6,3,12,2,1792
0,7.1,853,18,3,12,1,1793
10.9,11.8,1247,32,3,13,1,1794
10.2,11.8,1331,32,3,14,1,1795
12.1,15,1587,39.8,3,17,1,1796
0.4,8.5,1378,23.8,3,18,1,1797
0,7.1,1197,14.5,3,19,2,1798
0,7.1,1124,13.3,3,18,2,1799
0,7.1,1054,13.7,3,17,2,1800
0,7.1,991,14.5,3,15,1,1801
0,7.5,995,16.8,3,15,1,1802
11.7,11.8,1302,31.6,3,16,1,1803
0,8,1262,23,3,17,2,1804
0,7.1,1068,14.5,3,17,2,1805
0,7.1,988,14.1,3,16,1,1806
6.2,8.9,1088,21.9,3,15,1,1807
9.8,11.3,1276,29.3,3,16,1,1808
11.3,14.6,1620,39.1,3,18,1,1809
0,7.5,1354,19.1,3,20,1,1810
0,7.1,1217,12.5,3,19,2,1811
0,7.1,1086,13.3,3,17,2,1812
0,8,948,19.5,3,12,2,1813
0,8,868,20.7,3,8,2,1814
0,7.1,856,15.6,1,7,1,1815
8.2,9.9,1190,25.8,1,7,1,1816
0,6.6,1355,14.8,1,9,1,1817
0,6.6,972,13.7,1,9,1,1818
7.8,9.4,1252,23,1,10,1,1819
9,9.9,1775,20.7,1,11,1,1820
0,8,1366,15.2,2,13,2,1821
0,6.6,1073,12.5,2,11,2,1822
0,7.5,865,17.6,2,7,2,1823
0,7.1,864,15.2,1,6,1,1824
0,7.1,845,14.5,1,6,2,1825
0,7.1,808,14.8,1,6,2,1826
0,7.1,785,15.6,1,5,2,1827
0,8,764,19.5,1,3,2,1828
0,7.1,755,19.1,1,0,2,1829
0,7.1,680,19.1,1,0,2,1830
0,7.1,663,19.5,1,0,2,1831
0,7.1,660,19.5,1,0,2,1832
0,7.1,664,19.5,1,0,2,1833
0,7.1,664,19.5,1,0,2,1834
0,7.1,678,19.5,1,0,1,1835
0,7.1,707,19.5,1,2,2,1836
0,7.1,760,18.8,1,3,2,1837
0,7.1,766,18.8,1,3,2,1838
0,7.1,765,19.1,1,3,2,1839
0,7.1,769,19.1,1,3,2,1840
0,6.6,776,17.6,1,4,2,1841
0,6.6,773,16.4,1,4,2,1842
0,7.1,758,18.8,1,4,2,1843
0,7.1,765,19.9,1,3,2,1844
0,6.6,784,17.6,1,4,1,1845
12.1,10.4,1139,27.3,1,6,1,1846
12.1,12.7,1833,33.2,1,11,1,1847
0,7.5,1716,13.3,1,14,2,1848
0,7.1,1256,11.7,2,14,2,1849
0,7.1,1144,11.7,2,14,1,1850
11.7,11.8,1572,25.8,2,16,1,1851
7.8,11.3,1897,27,2,19,1,1852
13.7,15,1956,32.4,2,22,1,1853
3.1,10.4,1731,27,3,25,2,1854
0,8,1635,11.7,3,25,2,1855
0,7.5,1435,10.9,3,23,2,1856
0,7.1,1332,10.2,3,22,1,1857
0,7.1,1325,9.4,3,23,1,1858
0,7.1,1336,9,3,24,2,1859
0,7.1,1286,9.8,3,22,1,1860
3.9,9.9,1375,17.2,3,22,1,1861
15.2,16.5,1910,41.8,3,26,1,1862
0,8,1880,17.6,3,29,1,1863
7,8.5,1900,15.6,3,31,1,1864
7,8.9,1634,18,4,33,1,1865
2,7.1,1637,12.5,4,35,1,1866
0,5.7,1256,5.9,4,35,2,1867
0,6.6,1281,8.2,4,34,2,1868
0,6.6,1236,7.8,4,32,2,1869
0,6.1,1079,8.2,4,30,2,1870
0,5.7,973,9,4,29,2,1871
0,6.1,913,9.4,4,28,2,1872
0,5.7,874,9.8,4,26,2,1873
0,5.7,855,10.2,4,25,1,1874
1.6,6.6,983,15.2,4,25,1,1875
16,12.7,1459,31.3,4,25,1,1876
0,7.1,1431,21.1,4,26,1,1877
2.7,6.1,1224,12.5,4,26,2,1878
0,5.7,965,10.5,4,24,2,1879
0,5.7,868,10.9,3,20,2,1880
0,7.1,942,15.2,3,15,2,1881
0,7.1,858,18.4,3,12,2,1882
0,7.1,815,19.5,3,10,2,1883
0,7.5,832,21.5,3,8,1,1884
11.7,11.8,1262,34,3,9,1,1885
18,19.3,1683,43.8,2,12,1,1886
0,6.6,1451,18.8,2,14,2,1887
0,7.1,1025,15.2,2,10,2,1888
0,7.1,874,16.4,2,7,1,1889
7.4,9.4,1170,24.6,1,7,2,1890
0,6.6,1091,16,1,6,2,1891
0,8.5,814,19.1,1,4,1,1892
0,7.1,829,18,1,4,2,1893
0,7.5,785,19.5,1,3,2,1894
0,7.1,768,19.1,1,0,2,1895
0,6.6,689,19.1,1,0,2,1896
0,7.1,669,19.5,1,0,2,1897
0,6.6,665,19.5,1,0,2,1898
0,6.6,667,19.5,1,0,2,1899
0,6.6,668,19.5,1,0,2,1900
0,6.6,668,19.5,1,0,2,1901
0,6.6,665,19.5,1,0,2,1902
0,6.6,668,19.5,1,0,2,1903
0,6.6,670,19.5,1,0,2,1904
0,6.6,666,19.9,1,0,2,1905
0,7.1,667,19.9,1,0,2,1906
0,6.6,666,19.9,1,0,2,1907
0,6.6,667,19.9,1,0,2,1908
0,7.1,667,19.9,1,0,2,1909
0,7.1,669,19.9,1,0,2,1910
0,7.1,669,19.9,1,0,2,1911
0,7.1,667,19.9,1,0,2,1912
0,7.1,667,20.3,1,0,2,1913
0,7.1,669,19.9,1,0,2,1914
0,7.1,667,20.3,1,0,2,1915
0,7.1,668,19.9,1,0,2,1916
0,7.1,665,20.3,1,0,2,1917
0,7.1,698,19.9,1,0,1,1918
12.5,14.1,1049,32.8,1,2,1,1919
1.6,8.9,1498,26.6,1,7,2,1920
0,6.6,1235,12.5,1,8,1,1921
7.8,9.9,1120,21.9,1,8,1,1922
8.6,11.3,1776,30.5,1,10,1,1923
0.4,8.9,1389,16.8,1,12,1,1924
7.4,9.9,1371,26.6,2,13,1,1925
3.1,8.5,1394,19.5,2,14,2,1926
0,7.1,1174,12.5,2,13,1,1927
16,13.6,1425,30.5,2,13,1,1928
14.5,16.9,1945,42.2,2,17,1,1929
0,8.9,1745,16,2,18,1,1930
12.9,13.6,2045,34.4,2,20,1,1931
0,7.1,1685,9.8,2,21,1,1932
9,10.8,1385,21.9,3,20,1,1933
11.3,13.2,1594,33.6,3,22,1,1934
11.3,13.2,1620,34.4,3,23,1,1935
10.5,12.2,1619,31.6,3,25,1,1936
12.5,12.7,1668,29.3,3,25,1,1937
23.4,28.2,2056,49.2,3,28,1,1938
10.5,24,2291,46.1,3,32,1,1939
0.4,8.5,1727,18,4,34,1,1940
0,9.9,1547,11.7,4,34,1,1941
29.3,49.8,2391,50,3,36,1,1942
0,8.5,2280,11.3,3,37,1,1943
0,9.9,1800,5.1,4,37,2,1944
0,9.4,1737,4.3,4,36,2,1945
0,7.1,1463,3.9,4,31,2,1946
0,6.6,1198,9,4,26,2,1947
0,7.1,969,12.5,4,21,2,1948
0,7.5,1008,14.5,3,17,2,1949
0,7.5,955,17.2,3,13,2,1950
0,8.5,868,20.7,3,9,2,1951
0,7.5,831,19.5,1,5,2,1952
0,7.5,789,19.5,1,3,2,1953
0,7.1,773,19.9,1,3,2,1954
0,7.1,756,19.9,1,0,2,1955
0,6.6,687,19.5,1,0,2,1956
0,6.6,664,19.9,1,0,2,1957
0,6.6,662,19.9,1,0,2,1958
0,6.6,663,19.9,1,0,2,1959
0,6.6,666,19.9,1,0,2,1960
0,6.6,664,19.9,1,0,2,1961
0,6.6,668,19.9,1,0,2,1962
0,6.6,664,19.9,1,0,2,1963
0,6.6,667,19.9,1,0,2,1964
0,7.1,668,19.9,1,0,2,1965
0,7.1,667,19.9,1,0,2,1966
0,6.6,671,19.9,1,0,2,1967
0,6.6,670,19.9,1,0,2,1968
0,7.1,670,19.9,1,0,2,1969
0,7.1,670,19.9,1,0,2,1970
0,7.1,670,19.9,1,0,2,1971
0,7.1,669,19.9,1,0,2,1972
0,7.1,669,19.9,1,0,2,1973
0,7.1,669,19.9,1,0,2,1974
0,7.1,668,19.9,1,0,2,1975
0,6.6,669,19.9,1,0,2,1976
0,7.1,668,19.9,1,0,2,1977
0,7.1,667,20.3,1,0,2,1978
0,7.1,670,19.9,1,0,2,1979
0,7.1,671,20.3,1,0,2,1980
0,7.1,673,19.9,1,0,2,1981
0,7.1,672,19.9,1,0,2,1982
0,7.1,671,19.9,1,0,2,1983
0,7.1,669,19.9,1,0,1,1984
0.8,8.5,798,23.8,1,0,1,1985
9,11.3,1272,32.8,1,4,1,1986
9.8,10.8,1427,30.5,1,8,1,1987
14.1,13.6,1789,33.2,1,10,1,1988
12.9,13.6,2089,31.6,1,14,1,1989
17.6,16.9,1874,42.2,2,17,1,1990
18.7,17.9,2139,43.8,2,21,1,1991
21.1,18.8,2404,44.5,2,25,1,1992
20.7,19.3,2355,44.9,2,28,1,1993
18.7,18.3,2031,44.9,3,31,1,1994
19.9,17.9,2160,44.5,3,34,1,1995
3.5,14.1,2197,28.9,4,36,1,1996
24.6,33.8,2621,53.1,3,38,1,1997
19.9,39.5,2393,50.8,4,41,1,1998
12.5,13.2,2163,30.5,4,43,1,1999
0,7.1,1750,7.4,4,43,2,2000
3.5,11.8,1534,18,5,42,1,2001
18.4,21.1,1572,46.5,5,43,1,2002
0,7.1,1487,17.2,5,44,1,2003
6.6,8.9,1532,18.4,5,44,1,2004
11.7,12.2,1584,28.5,5,44,1,2005
0,5.7,1422,7.8,5,43,1,2006
0,6.6,1384,0,5,42,2,2007
0,6.1,1254,0,5,38,1,2008
0,6.6,991,11.3,5,36,2,2009
0,6.6,962,12.5,4,27,2,2010
0,7.1,888,14.5,3,16,1,2011
2.3,14.1,1056,25,3,14,1,2012
41.8,86.4,2079,56.6,2,17,1,2013
40.6,100,2544,59.4,2,23,1,2014
31.2,83.6,3084,59.8,2,30,1,2015
0,8.5,2813,12.5,2,33,1,2016
16,17.4,2306,36.3,3,34,1,2017
15.2,16,2041,36.3,4,36,1,2018
6.6,11.3,1915,27,4,37,1,2019
0,8,1702,3.1,4,37,1,2020
9.8,11.8,1822,29.7,4,37,1,2021
0,6.6,1717,4.7,4,36,2,2022
0.8,11.3,1722,0.4,4,35,1,2023
10.5,12.2,1791,32.4,4,36,1,2024
12.5,12.2,1779,24.6,4,36,1,2025
15.6,16.5,1842,43.8,4,38,1,2026
10.2,11.3,1884,26.6,4,39,1,2027
5.5,9.4,1949,21.1,4,39,1,2028
0,7.5,1520,7.8,4,39,1,2029
12.5,12.7,2010,30.5,4,39,1,2030
0,6.6,1840,5.5,4,39,1,2031
1.2,8,1845,10.9,4,38,1,2032
0,7.1,1778,3.1,4,38,1,2033
4.7,9.4,1777,9.8,4,37,1,2034
10.9,11.3,1819,23.8,4,38,1,2035
10.9,11.8,1871,24.6,4,39,1,2036
13.3,12.7,1935,26.2,4,40,1,2037
13.7,15,2172,36.7,4,42,1,2038
0,7.1,1889,5.9,4,42,1,2039
12.9,13.2,1922,19.1,4,42,1,2040
0,7.1,1987,14.1,4,43,1,2041
0,8.5,1536,8.6,5,43,2,2042
0,8.5,1474,5.1,5,42,2,2043
0,9.9,1447,10.5,5,42,1,2044
17.2,23,1599,42.2,5,43,1,2045
0,6.1,1459,8.6,5,43,1,2046
0,6.6,1376,0.8,5,42,1,2047
6.2,8.5,1443,16.8,5,42,1,2048
16,15.5,1507,27,5,42,1,2049
4.7,15,1948,27.3,4,42,1,2050
0,7.1,1341,10.2,5,42,1,2051
4.7,8.5,1471,19.1,5,42,1,2052
3.1,7.5,1451,14.8,5,42,1,2053
3.5,8.5,1447,17.6,5,42,1,2054
0.4,7.1,1398,12.5,5,42,1,2055
7,10.4,1440,18,5,41,1,2056
6.6,9.4,1491,26.2,5,41,2,2057
0,6.1,1373,9.8,5,40,2,2058
0,6.6,1293,8.6,5,38,2,2059
0,6.6,1053,10.2,5,36,1,2060
8.6,11.8,1248,24.2,5,35,1,2061
0,7.5,1400,21.5,5,36,2,2062
5.9,10.8,1320,21.9,5,36,1,2063
18,18.8,1823,45.7,5,37,1,2064
2.3,8.9,1554,25.4,5,38,1,2065
2.7,8,1335,15.6,5,38,1,2066
12.9,11.8,1503,29.7,5,38,1,2067
17.6,17.4,1733,41,5,39,1,2068
11.3,16.5,1867,41.8,5,41,1,2069
12.9,14.1,1612,30.1,5,41,1,2070
0,8,1583,20.7,5,42,2,2071
0,6.1,1389,7.4,5,42,1,2072
5.1,7.5,1413,12.9,5,41,1,2073
0,6.6,1390,11.3,5,40,1,2074
0,6.1,1332,6.6,5,39,1,2075
0,5.7,1275,5.5,5,39,1,2076
4.7,7.5,1302,12.5,5,38,1,2077
16.4,13.6,1552,32.8,5,38,1,2078
14.1,16,1831,41.4,5,39,1,2079
0,7.1,1402,16,5,39,1,2080
14.8,13.6,1575,30.5,5,40,1,2081
15.2,17.9,1915,45.3,5,41,1,2082
3.1,8.5,1554,20.7,5,42,1,2083
9.4,9.4,1530,21.5,5,42,1,2084
9.4,9.9,1539,23,5,42,1,2085
9.4,9.9,1474,24.6,5,42,1,2086
9.4,9.9,1459,25,5,42,1,2087
11.3,11.3,1472,28.9,5,42,1,2088
13.7,12.7,1496,35.2,5,43,1,2089
5.1,8.5,1502,24.6,5,44,1,2090
0,6.1,1427,3.5,5,43,1,2091
0,7.1,1434,0,5,42,1,2092
2.7,7.5,1409,8.6,5,41,1,2093
7,9.4,1404,19.5,5,41,1,2094
5.5,8.9,1398,20.3,5,40,1,2095
0,7.1,1376,10.5,5,40,1,2096
0,7.1,1347,9.8,5,39,1,2097
7,8.9,1417,19.5,5,39,1,2098
0,6.1,1228,10.5,5,38,1,2099
0,6.1,1013,9.8,5,38,1,2100
0.4,6.6,1066,12.9,5,37,1,2101
0,5.7,1084,10.2,5,37,2,2102
0,6.1,923,10.9,5,36,2,2103
0,6.1,894,10.9,5,34,1,2104
0,6.6,1022,12.5,4,33,1,2105
18,14.1,1749,31.6,4,33,1,2106
21.1,20.7,2062,47.7,4,35,1,2107
20.3,19.7,2079,47.7,4,37,1,2108
20.3,17.9,2025,45.3,4,39,1,2109
20.3,17.4,2047,44.5,4,41,1,2110
20.3,17.4,2109,44.5,4,43,1,2111
20.3,17.4,2195,44.1,4,45,1,2112
10.9,12.2,2265,31.6,4,47,1,2113
0,7.5,1787,5.1,5,46,1,2114
0,8.5,1608,4.3,5,46,1,2115
0,8.5,1573,4.3,5,45,1,2116
0,7.5,1530,2.7,5,45,1,2117
0.8,7.5,1506,11.3,5,44,1,2118
0,6.1,1424,4.7,5,42,2,2119
0,6.6,1349,7.4,5,39,2,2120
0,6.6,1067,10.5,5,36,2,2121
0,6.6,979,10.9,5,32,2,2122
0,6.1,963,10.2,4,29,2,2123
0,6.1,909,10.5,4,25,2,2124
0,6.1,886,10.5,3,21,1,2125
0,7.1,1059,12.9,3,19,2,2126
0,6.6,1022,12.9,3,16,2,2127
0,7.5,907,18.4,3,12,2,2128
0,7.5,847,19.5,3,9,2,2129
0,7.1,824,18.4,3,5,2,2130
0,7.1,780,19.1,1,3,2,2131
0,7.1,764,19.1,1,3,2,2132
0,7.1,762,19.1,1,2,2,2133
0,7.1,762,19.1,1,2,2,2134
0,6.6,736,18.8,1,0,2,2135
0,6.6,675,18.8,1,0,2,2136
0,6.6,666,18.4,1,0,2,2137
0,6.6,667,18.4,1,0,2,2138
0,6.6,666,18.8,1,0,2,2139
0,6.6,665,18.8,1,0,2,2140
0,6.6,667,18.8,1,0,2,2141
0,6.6,664,18.8,1,0,2,2142
0,6.6,667,18.8,1,0,2,2143
0,6.6,666,18.8,1,0,2,2144
0,6.6,667,18.8,1,0,2,2145
0,6.6,665,19.1,1,0,2,2146
0,6.6,665,18.8,1,0,2,2147
0,6.6,667,19.1,1,0,2,2148
0,7.1,664,19.1,1,0,2,2149
0,7.1,668,19.1,1,0,2,2150
0,6.6,670,19.1,1,0,2,2151
0,7.1,688,19.1,1,0,1,2152
12.1,12.7,1245,35.2,1,2,1,2153
15.2,15,1665,39.8,1,8,1,2154
17.2,16.5,2154,40.6,1,13,1,2155
15.6,15,1988,38.7,2,17,1,2156
4.7,8.9,1758,18,2,18,1,2157
18.7,16.9,2045,41,2,20,1,2158
14.8,15,2187,37.1,2,22,1,2159
21.1,18.3,1998,43.4,3,24,1,2160
19.5,21.6,1779,47.7,3,27,1,2161
13.7,14.6,1881,39.1,3,29,1,2162
8.6,10.8,1927,26.6,3,30,1,2163
0,8.5,1615,18,4,31,1,2164
3.1,9.9,1500,18.4,4,30,1,2165
15.6,15.5,1764,40.2,4,31,1,2166
14.5,14.6,1749,40.2,4,32,1,2167
14.5,14.1,1762,37.1,4,33,1,2168
14.5,13.6,1742,36.7,4,35,1,2169
14.5,13.6,1748,35.9,4,36,1,2170
14.5,13.6,1791,35.9,4,37,1,2171
5.5,8.9,1813,23,4,38,1,2172
0,7.1,1724,3.1,4,37,1,2173
5.9,8.5,1705,12.1,4,35,1,2174
13.3,12.2,1723,29.3,4,35,1,2175
0,6.1,1663,7.4,4,35,1,2176
0,8,1585,0.4,4,33,2,2177
0,7.1,1448,0,4,31,1,2178
0,7.1,1362,0,4,29,1,2179
7.4,8.9,1414,19.1,4,28,1,2180
3.1,8,1392,17.2,4,28,1,2181
0,6.6,1170,10.5,4,27,2,2182
0,7.1,1063,12.1,4,26,1,2183
7.8,9.9,1389,24.2,4,26,1,2184
0,7.1,1211,13.7,4,25,1,2185
4.7,8.5,1292,19.5,4,25,1,2186
0,6.1,1059,11.7,4,23,2,2187
0,7.1,1049,11.7,3,22,1,2188
0,7.1,1208,10.9,3,20,2,2189
0.4,8.5,1168,16.4,3,18,1,2190
0,7.5,1228,18,3,18,1,2191
16.4,15,1552,37.1,3,18,1,2192
16.8,18.8,1826,46.1,3,20,1,2193
16.8,18.3,1672,45.3,3,21,1,2194
21.5,17.9,1625,44.9,3,23,1,2195
38.7,70.9,2326,57,2,24,1,2196
33.6,100,2891,60.9,2,28,1,2197
16.8,42.7,3129,39.8,2,32,1,2198
10.9,13.6,2367,22.7,3,31,1,2199
23.4,25.8,2270,51.2,3,32,1,2200
21.9,32.9,2356,52.7,3,33,1,2201
1.6,12.2,2213,26.2,3,33,1,2202
28.9,60.6,2392,50.4,3,34,1,2203
27,91.6,2560,58.6,3,36,1,2204
3.1,11.8,2435,23.8,3,38,1,2205
0,9.4,1839,5.1,4,37,2,2206
0,9.4,1775,4.3,4,36,2,2207
0,8,1518,5.1,4,32,2,2208
0,6.6,1052,10.2,4,25,2,2209
0,7.1,948,13.3,3,18,2,2210
0,8.5,924,20.3,3,10,2,2211
0,7.5,864,18.4,3,6,2,2212
0,7.5,792,19.9,1,3,2,2213
0,7.1,772,18.8,1,0,2,2214
0,6.6,690,18.8,1,0,2,2215
0,6.6,666,19.5,1,0,2,2216
0,6.6,666,19.1,1,0,2,2217
0,6.6,665,19.1,1,0,2,2218
0,6.6,668,19.1,1,0,2,2219
0,6.6,665,19.1,1,0,2,2220
0,6.6,666,19.5,1,0,2,2221
0,6.6,667,19.5,1,0,2,2222
0,6.6,665,19.5,1,0,2,2223
0,6.6,666,19.5,1,0,2,2224
0,6.6,665,19.5,1,0,2,2225
0,6.6,668,19.5,1,0,2,2226
0,6.6,667,19.5,1,0,2,2227
0,6.6,667,19.9,1,0,2,2228
0,6.6,667,19.9,1,0,2,2229
0,6.6,667,19.9,1,0,2,2230
0,6.6,666,19.9,1,0,2,2231
0,6.6,668,19.9,1,0,2,2232
0,7.1,668,19.9,1,0,2,2233
0,7.1,697,19.9,1,1,1,2234
7,10.8,1128,30.9,1,4,1,2235
9.4,11.3,1505,32,1,8,2,2236
0,6.6,1431,12.9,1,9,2,2237
2.3,10.4,1070,19.9,1,9,1,2238
10.9,13.2,1993,34.8,1,12,1,2239
10.9,11.8,1688,27.3,2,14,1,2240
4.7,9.4,1702,23,2,17,1,2241
0,7.1,1591,10.9,2,17,1,2242
0,7.1,1474,8.6,2,17,1,2243
0,6.6,1358,8.2,2,16,2,2244
0,6.1,1202,9,2,15,2,2245
0,6.1,1047,10.2,2,14,2,2246
0,6.1,942,11.3,2,12,1,2247
4.7,8.5,1014,17.6,2,11,1,2248
3.5,8,1269,23.8,2,12,1,2249
0.4,8.5,1098,16.8,2,12,1,2250
21.5,17.4,1793,43.4,2,14,1,2251
21.5,20.2,2081,47.7,2,19,1,2252
5.5,10.4,2160,27,2,22,1,2253
4.7,8.5,1672,17.2,3,23,1,2254
12.9,12.7,1586,29.3,3,24,1,2255
6.2,9.9,1628,27.7,3,25,1,2256
0,8.5,1597,14.8,3,25,1,2257
12.9,13.2,1817,32.4,3,26,1,2258
12.5,13.6,1902,33.2,3,27,1,2259
10.5,12.2,1908,29.3,3,28,1,2260
6.6,9.4,1806,21.5,3,28,1,2261
0.4,8,1659,14.1,3,26,1,2262
9.8,12.2,1686,30.5,3,24,2,2263
0,8.5,1368,16.8,3,21,1,2264
27.3,45.1,1876,50,3,19,1,2265
22.7,63.4,1983,55.1,3,20,1,2266
26.2,84.1,1639,55.9,3,21,1,2267
33.2,85,1698,56.3,3,22,1,2268
30.1,80.3,2456,58.2,2,23,1,2269
23.8,28.7,2621,53.9,2,25,1,2270
18.4,17.4,2525,40.6,2,26,1,2271
28.9,35.7,2066,51.2,3,26,1,2272
30.5,97.7,2274,55.5,3,27,1,2273
26.2,91.1,2303,55.5,3,28,1,2274
32.4,100,2328,55.9,3,29,1,2275
32.4,100,2377,57.4,3,31,1,2276
33.2,100,2403,57.8,3,32,1,2277
33.2,100,2445,58.2,3,33,1,2278
29.3,88.8,2517,58.2,3,35,1,2279
22.3,31.5,2554,53.5,3,36,1,2280
21.1,47,2266,54.3,4,38,1,2281
18.4,23.5,2206,51.2,4,39,1,2282
4.3,9.4,2009,25.8,4,40,1,2283
19.5,15.5,2034,32,4,39,1,2284
13.7,14.6,2134,38.7,4,41,1,2285
4.3,8,1973,16,4,41,1,2286
0,6.1,1502,2.7,4,40,2,2287
0,6.1,1267,7.8,4,39,2,2288
0,6.6,1332,7.4,4,38,2,2289
0,6.1,1196,7.8,4,36,2,2290
0,5.7,1042,8.2,4,34,2,2291
0,5.7,954,9,4,32,2,2292
0,6.1,885,10.5,4,29,2,2293
0,6.1,849,11.3,4,25,2,2294
0,6.1,840,12.1,3,20,2,2295
0,7.1,947,16.8,3,14,2,2296
0,7.5,843,20.3,3,10,2,2297
0,7.1,820,18.8,3,6,2,2298
0,7.1,771,19.5,1,2,2,2299
0,7.1,741,18.8,1,0,2,2300
0,6.6,670,19.5,1,0,2,2301
0,6.6,661,19.9,1,0,2,2302
0,6.6,661,19.9,1,0,2,2303
0,6.6,667,19.9,1,0,2,2304
0,6.6,668,19.5,1,0,2,2305
0,6.6,668,19.9,1,0,2,2306
0,6.6,671,19.5,1,0,2,2307
0,6.6,667,19.9,1,0,2,2308
0,6.6,671,19.5,1,0,2,2309
0,6.6,670,19.5,1,0,2,2310
0,6.6,669,19.9,1,0,2,2311
0,6.6,668,19.9,1,0,2,2312
0,6.6,667,19.9,1,0,2,2313
0,7.1,648,22.3,1,0,1,2314
13.3,17.9,977,34.4,1,0,1,2315
0,10.4,1389,28.1,1,6,1,2316
11.3,12.7,1374,32,1,8,1,2317
8.2,12.7,1907,34.8,1,13,1,2318
3.5,9.4,1626,18.8,1,15,1,2319
9,10.4,1611,25.4,2,17,1,2320
24.2,23,1984,42.2,2,19,1,2321
15.6,20.7,2425,44.9,2,24,1,2322
14.1,14.6,2054,36.3,3,26,1,2323
14.1,15,2017,37.9,3,28,1,2324
14.1,15,2092,38.3,3,30,1,2325
14.1,14.6,2082,37.1,3,31,1,2326
4.7,9.4,1970,22.7,3,31,1,2327
12.1,14.6,1698,30.5,4,30,1,2328
0,7.5,1426,16,4,28,1,2329
3.1,8,1354,17.6,4,27,1,2330
0,6.6,1243,13.7,4,26,1,2331
0,6.6,1054,11.3,4,24,2,2332
0,6.6,973,11.7,3,19,2,2333
0,7.1,1043,14.8,3,16,1,2334
0,7.1,961,15.2,3,14,2,2335
0,7.5,887,19.5,3,10,2,2336
0,7.1,850,19.1,3,6,2,2337
0,7.1,794,18,1,4,2,2338
0,7.1,779,18.4,1,3,2,2339
0,7.1,773,19.1,1,2,2,2340
0,6.6,754,18.8,1,0,2,2341
0,6.6,685,18.4,1,0,2,2342
0,6.6,667,18.4,1,0,2,2343
0,6.6,671,18.4,1,0,1,2344
0,6.6,675,18.4,1,1,2,2345
0,7.1,741,19.1,1,2,2,2346
0,7.1,745,19.1,1,1,2,2347
0,6.6,700,18.8,1,0,2,2348
0,6.6,667,18.8,1,0,2,2349
0,6.6,665,18.8,1,0,2,2350
0,6.6,663,19.1,1,0,2,2351
0,6.6,669,19.1,1,0,1,2352
0,7.5,729,19.5,1,2,1,2353
4.3,9.4,1097,28.1,1,5,1,2354
1.6,8,1214,22.7,1,7,1,2355
0,5.7,988,14.1,1,8,1,2356
0.8,6.6,955,17.2,1,8,1,2357
0,6.1,879,14.8,1,7,2,2358
0,6.6,816,15.2,1,6,2,2359
0,6.6,796,14.8,1,5,2,2360
0,6.6,774,16,1,4,2,2361
0,7.1,758,18.4,1,3,2,2362
0,7.1,770,19.5,1,1,2,2363
0,7.1,730,18.8,1,0,2,2364
0,6.6,671,19.1,1,0,2,2365
0,6.6,667,19.1,1,0,2,2366
0,6.6,665,19.1,1,0,2,2367
0,6.6,665,19.1,1,0,2,2368
0,6.6,662,19.5,1,0,2,2369
0,6.6,667,19.5,1,0,2,2370
